orig_idx,failureType,y
644432,[['none']],8
647535,[['none']],8
698962,[['none']],8
781383,[['none']],8
796925,[['none']],8
705146,[['none']],8
187962,[['Edge-Ring']],3
1681,[['none']],8
770408,[['none']],8
244444,[['none']],8
675061,[['none']],8
20851,[['Edge-Ring']],3
807043,[['none']],8
797327,[['none']],8
752026,[['none']],8
713613,[['none']],8
704966,[['none']],8
753889,[['none']],8
689670,[['none']],8
749975,[['none']],8
675351,[['none']],8
712924,[['none']],8
695221,[['none']],8
703213,[['none']],8
765593,[['none']],8
688528,[['none']],8
723361,[['none']],8
779262,[['none']],8
141352,[['Edge-Ring']],3
712582,[['none']],8
785020,[['none']],8
649171,[['none']],8
810959,[['none']],8
738584,[['none']],8
657556,[['none']],8
5568,[['none']],8
690621,[['none']],8
784487,[['none']],8
715833,[['none']],8
780644,[['none']],8
738424,[['none']],8
2985,[['none']],8
709456,[['none']],8
680811,[['none']],8
779564,[['none']],8
756123,[['none']],8
5771,[['none']],8
242185,[['none']],8
688415,[['none']],8
793555,[['none']],8
5853,[['none']],8
760832,[['none']],8
656672,[['none']],8
255765,[['Loc']],4
736262,[['none']],8
589608,[['Center']],0
677466,[['none']],8
656166,[['none']],8
804485,[['Near-full']],5
797679,[['none']],8
720574,[['none']],8
777013,[['none']],8
244940,[['none']],8
778090,[['none']],8
746087,[['none']],8
653040,[['none']],8
780771,[['none']],8
707560,[['none']],8
798703,[['none']],8
678728,[['none']],8
239548,[['Edge-Ring']],3
657715,[['none']],8
773077,[['none']],8
780794,[['none']],8
808065,[['none']],8
806791,[['none']],8
793653,[['none']],8
689407,[['none']],8
756496,[['none']],8
777197,[['none']],8
793782,[['none']],8
773918,[['none']],8
738767,[['none']],8
722753,[['none']],8
80022,[['Edge-Loc']],2
25478,[['Edge-Loc']],2
770872,[['Edge-Loc']],2
377270,[['Edge-Ring']],3
692292,[['none']],8
648447,[['none']],8
735928,[['none']],8
733480,[['none']],8
5380,[['none']],8
789113,[['none']],8
796140,[['none']],8
643095,[['none']],8
54046,[['Edge-Loc']],2
800595,[['none']],8
768198,[['none']],8
796403,[['none']],8
780551,[['none']],8
433665,[['Edge-Ring']],3
648817,[['none']],8
793081,[['none']],8
678112,[['none']],8
656861,[['none']],8
743320,[['none']],8
250495,[['none']],8
7430,[['Scratch']],7
772493,[['none']],8
776522,[['none']],8
587991,[['Center']],0
676901,[['none']],8
1204,[['none']],8
702996,[['none']],8
786533,[['none']],8
642225,[['none']],8
712842,[['none']],8
710254,[['none']],8
727375,[['none']],8
677126,[['none']],8
676937,[['none']],8
657826,[['none']],8
737458,[['none']],8
359419,[['none']],8
727748,[['none']],8
696425,[['none']],8
809550,[['none']],8
695134,[['none']],8
715355,[['none']],8
659343,[['none']],8
732545,[['none']],8
232027,[['Edge-Ring']],3
782019,[['none']],8
761725,[['none']],8
385214,[['Edge-Ring']],3
806117,[['none']],8
767408,[['none']],8
766449,[['none']],8
713190,[['none']],8
705349,[['none']],8
675486,[['none']],8
763711,[['none']],8
681856,[['none']],8
679708,[['none']],8
735583,[['none']],8
717123,[['none']],8
737453,[['none']],8
704286,[['none']],8
236546,[['Edge-Ring']],3
689473,[['none']],8
532,[['none']],8
744266,[['none']],8
735650,[['none']],8
689017,[['none']],8
780735,[['none']],8
684544,[['none']],8
734017,[['none']],8
658589,[['none']],8
793033,[['none']],8
756226,[['none']],8
2980,[['none']],8
798505,[['none']],8
649663,[['none']],8
252415,[['none']],8
808550,[['none']],8
736747,[['none']],8
650314,[['none']],8
801755,[['none']],8
307527,[['Edge-Ring']],3
385327,[['Edge-Ring']],3
727216,[['none']],8
574304,[['Center']],0
720517,[['none']],8
753515,[['none']],8
721965,[['none']],8
792546,[['none']],8
677404,[['none']],8
757312,[['none']],8
808556,[['none']],8
1146,[['none']],8
768369,[['none']],8
797241,[['none']],8
702279,[['none']],8
639579,[['Random']],6
728066,[['none']],8
679207,[['none']],8
691981,[['none']],8
252056,[['none']],8
779773,[['none']],8
627891,[['Center']],0
807960,[['none']],8
656442,[['none']],8
678044,[['none']],8
785045,[['none']],8
809358,[['none']],8
717619,[['none']],8
767358,[['none']],8
267601,[['Edge-Ring']],3
712877,[['none']],8
801232,[['none']],8
713255,[['none']],8
336095,[['Loc']],4
768847,[['none']],8
689325,[['none']],8
643971,[['none']],8
676272,[['none']],8
786008,[['none']],8
737550,[['none']],8
683279,[['Loc']],4
686416,[['none']],8
721554,[['none']],8
266190,[['Edge-Ring']],3
753973,[['none']],8
809161,[['none']],8
710855,[['none']],8
803943,[['none']],8
676066,[['none']],8
787999,[['none']],8
773957,[['none']],8
776680,[['none']],8
52768,[['Scratch']],7
804189,[['none']],8
729012,[['none']],8
734993,[['Center']],0
344004,[['Edge-Ring']],3
771209,[['none']],8
732737,[['none']],8
23516,[['Scratch']],7
5498,[['none']],8
787562,[['none']],8
758632,[['none']],8
692661,[['none']],8
791305,[['none']],8
657603,[['none']],8
650226,[['Edge-Loc']],2
586707,[['Center']],0
644385,[['Loc']],4
361142,[['Edge-Ring']],3
809576,[['none']],8
739655,[['none']],8
710957,[['none']],8
697475,[['none']],8
713704,[['none']],8
770196,[['none']],8
685429,[['none']],8
803591,[['none']],8
773315,[['none']],8
786463,[['none']],8
744267,[['none']],8
701611,[['none']],8
809034,[['none']],8
736836,[['none']],8
754848,[['none']],8
809423,[['none']],8
252701,[['Center']],0
700231,[['none']],8
805235,[['none']],8
789509,[['none']],8
779899,[['Edge-Loc']],2
754120,[['none']],8
768980,[['none']],8
679030,[['none']],8
789152,[['none']],8
87149,[['Edge-Loc']],2
725240,[['none']],8
727291,[['none']],8
735971,[['none']],8
770291,[['none']],8
692758,[['none']],8
762571,[['none']],8
804475,[['none']],8
2112,[['none']],8
706076,[['none']],8
734455,[['none']],8
5599,[['none']],8
794439,[['none']],8
6578,[['none']],8
590474,[['Center']],0
649706,[['none']],8
674042,[['none']],8
740020,[['none']],8
787319,[['none']],8
796558,[['none']],8
679255,[['none']],8
649806,[['none']],8
642473,[['none']],8
687030,[['none']],8
721817,[['none']],8
681703,[['none']],8
4851,[['none']],8
713573,[['none']],8
713269,[['none']],8
751591,[['none']],8
21158,[['Edge-Ring']],3
776505,[['none']],8
628077,[['Center']],0
676148,[['none']],8
790032,[['none']],8
657665,[['none']],8
650117,[['none']],8
199673,[['Edge-Ring']],3
775939,[['none']],8
651305,[['none']],8
691498,[['none']],8
694753,[['none']],8
794575,[['none']],8
685672,[['none']],8
687983,[['none']],8
703988,[['none']],8
694013,[['none']],8
718998,[['none']],8
721461,[['none']],8
804846,[['none']],8
713397,[['none']],8
333802,[['Edge-Ring']],3
770294,[['Edge-Loc']],2
789098,[['none']],8
811275,[['none']],8
764175,[['none']],8
679776,[['none']],8
676218,[['none']],8
245500,[['none']],8
687732,[['none']],8
648102,[['none']],8
777661,[['none']],8
642727,[['none']],8
716666,[['none']],8
713371,[['none']],8
790340,[['none']],8
394710,[['Center']],0
749974,[['none']],8
793200,[['Edge-Ring']],3
785479,[['none']],8
789617,[['none']],8
720358,[['none']],8
200039,[['Edge-Ring']],3
733430,[['none']],8
690520,[['none']],8
657817,[['none']],8
749279,[['none']],8
799789,[['none']],8
247639,[['none']],8
268683,[['Edge-Ring']],3
701526,[['none']],8
763361,[['none']],8
245371,[['none']],8
216239,[['Edge-Ring']],3
683365,[['none']],8
654644,[['none']],8
656579,[['none']],8
707531,[['none']],8
13741,[['Scratch']],7
689147,[['none']],8
771471,[['none']],8
711776,[['none']],8
738691,[['none']],8
801748,[['none']],8
650499,[['none']],8
697070,[['none']],8
678139,[['none']],8
225739,[['Edge-Ring']],3
782602,[['none']],8
753738,[['none']],8
658265,[['none']],8
650763,[['none']],8
805797,[['none']],8
720041,[['none']],8
651622,[['none']],8
648299,[['none']],8
763147,[['Near-full']],5
800436,[['Scratch']],7
794156,[['none']],8
267361,[['Edge-Ring']],3
772984,[['none']],8
683040,[['none']],8
733017,[['none']],8
300274,[['Edge-Ring']],3
739650,[['none']],8
677108,[['none']],8
732646,[['none']],8
3127,[['none']],8
717157,[['none']],8
787013,[['none']],8
752869,[['none']],8
346800,[['Edge-Ring']],3
645918,[['none']],8
712552,[['none']],8
200,[['none']],8
791714,[['none']],8
728320,[['Edge-Ring']],3
679690,[['none']],8
705635,[['none']],8
791274,[['none']],8
807403,[['none']],8
5509,[['none']],8
648260,[['none']],8
773971,[['none']],8
753357,[['none']],8
762587,[['none']],8
654207,[['none']],8
709088,[['none']],8
5203,[['none']],8
747967,[['none']],8
780818,[['none']],8
739629,[['none']],8
710948,[['none']],8
705698,[['none']],8
804679,[['none']],8
677194,[['none']],8
743529,[['none']],8
777076,[['none']],8
791614,[['none']],8
5562,[['none']],8
778819,[['none']],8
753837,[['none']],8
788720,[['none']],8
675417,[['none']],8
703713,[['none']],8
775027,[['none']],8
649912,[['none']],8
779796,[['none']],8
687241,[['none']],8
772788,[['none']],8
785590,[['none']],8
762430,[['none']],8
697604,[['none']],8
790115,[['none']],8
766706,[['Edge-Loc']],2
641986,[['none']],8
719316,[['none']],8
175066,[['Edge-Loc']],2
640225,[['none']],8
276315,[['Edge-Ring']],3
759066,[['none']],8
653455,[['Loc']],4
758120,[['none']],8
252708,[['none']],8
5817,[['none']],8
798956,[['none']],8
657917,[['none']],8
187193,[['Edge-Ring']],3
712960,[['none']],8
705540,[['none']],8
648534,[['none']],8
751958,[['none']],8
710659,[['none']],8
810333,[['none']],8
692201,[['none']],8
778549,[['none']],8
199886,[['Edge-Ring']],3
650878,[['none']],8
747207,[['none']],8
654921,[['none']],8
801230,[['none']],8
735393,[['none']],8
713323,[['none']],8
801030,[['Edge-Loc']],2
697481,[['none']],8
730468,[['none']],8
609297,[['Edge-Loc']],2
643906,[['none']],8
751214,[['none']],8
679304,[['none']],8
1845,[['none']],8
706179,[['none']],8
5762,[['none']],8
788542,[['none']],8
712323,[['none']],8
794905,[['none']],8
730672,[['none']],8
745356,[['none']],8
768635,[['none']],8
799163,[['none']],8
736713,[['none']],8
733456,[['none']],8
790622,[['none']],8
795494,[['none']],8
756909,[['none']],8
797744,[['none']],8
788769,[['none']],8
653828,[['none']],8
805851,[['none']],8
718028,[['none']],8
684384,[['none']],8
746633,[['none']],8
744253,[['none']],8
694688,[['none']],8
802298,[['none']],8
778533,[['none']],8
720931,[['Near-full']],5
802129,[['none']],8
726510,[['none']],8
719281,[['none']],8
644786,[['none']],8
350907,[['Edge-Loc']],2
790072,[['Loc']],4
4207,[['none']],8
675384,[['Scratch']],7
720979,[['none']],8
792683,[['none']],8
731952,[['none']],8
745889,[['none']],8
768324,[['none']],8
780373,[['none']],8
4544,[['none']],8
251849,[['none']],8
725339,[['none']],8
183677,[['Edge-Ring']],3
714126,[['none']],8
774979,[['none']],8
704739,[['none']],8
202471,[['Edge-Ring']],3
84093,[['Loc']],4
26333,[['Edge-Ring']],3
799844,[['none']],8
746924,[['none']],8
704464,[['none']],8
4200,[['none']],8
589508,[['Center']],0
728653,[['Near-full']],5
759298,[['none']],8
720521,[['none']],8
764943,[['none']],8
716533,[['none']],8
703523,[['none']],8
242000,[['none']],8
775480,[['none']],8
245636,[['none']],8
695700,[['none']],8
801662,[['none']],8
266144,[['Edge-Ring']],3
251792,[['none']],8
360381,[['Edge-Ring']],3
713048,[['Loc']],4
810646,[['none']],8
797686,[['none']],8
789904,[['none']],8
5325,[['none']],8
1387,[['none']],8
709307,[['none']],8
681951,[['none']],8
720668,[['none']],8
685589,[['none']],8
739888,[['none']],8
807004,[['none']],8
787637,[['none']],8
808126,[['none']],8
803704,[['none']],8
5526,[['none']],8
810108,[['none']],8
202335,[['Edge-Ring']],3
703327,[['none']],8
793556,[['none']],8
7099,[['none']],8
788320,[['Edge-Ring']],3
693761,[['none']],8
807625,[['none']],8
739212,[['none']],8
803716,[['none']],8
722070,[['none']],8
726056,[['none']],8
698464,[['none']],8
657067,[['none']],8
21543,[['Edge-Ring']],3
766066,[['none']],8
694967,[['none']],8
648446,[['none']],8
805863,[['none']],8
733682,[['none']],8
713557,[['none']],8
759054,[['none']],8
699422,[['none']],8
710982,[['none']],8
683253,[['none']],8
793759,[['none']],8
783176,[['none']],8
696227,[['none']],8
691074,[['none']],8
644018,[['none']],8
186340,[['Edge-Ring']],3
718107,[['none']],8
721246,[['none']],8
680146,[['none']],8
7008,[['none']],8
690472,[['none']],8
724894,[['none']],8
783954,[['none']],8
650160,[['none']],8
643207,[['none']],8
801784,[['none']],8
760072,[['none']],8
707748,[['none']],8
734635,[['none']],8
657424,[['none']],8
790603,[['none']],8
721043,[['none']],8
241805,[['none']],8
687716,[['none']],8
704875,[['none']],8
800735,[['none']],8
779385,[['none']],8
794837,[['Loc']],4
524175,[['Center']],0
5503,[['none']],8
793405,[['none']],8
752096,[['none']],8
790230,[['none']],8
688376,[['none']],8
656533,[['none']],8
720242,[['none']],8
759485,[['none']],8
159369,[['Center']],0
705620,[['none']],8
679449,[['Loc']],4
643118,[['none']],8
657653,[['none']],8
643825,[['Loc']],4
772021,[['none']],8
643933,[['none']],8
701759,[['none']],8
1969,[['none']],8
726463,[['none']],8
590568,[['Center']],0
711080,[['none']],8
591842,[['Center']],0
807228,[['none']],8
738172,[['none']],8
778279,[['none']],8
736538,[['none']],8
801282,[['none']],8
708868,[['none']],8
759711,[['none']],8
794713,[['none']],8
734563,[['none']],8
787172,[['none']],8
683341,[['none']],8
394481,[['Center']],0
708723,[['none']],8
792877,[['Edge-Ring']],3
23517,[['Scratch']],7
360336,[['Edge-Ring']],3
3483,[['none']],8
753532,[['none']],8
692524,[['none']],8
747315,[['none']],8
770113,[['none']],8
740189,[['none']],8
5370,[['none']],8
73631,[['Edge-Loc']],2
768378,[['none']],8
242005,[['none']],8
641535,[['Loc']],4
646346,[['none']],8
788798,[['none']],8
268766,[['Edge-Ring']],3
694003,[['none']],8
221218,[['Edge-Ring']],3
769317,[['none']],8
718989,[['none']],8
797192,[['none']],8
649281,[['none']],8
675821,[['none']],8
6912,[['none']],8
746593,[['none']],8
117490,[['Random']],6
800749,[['none']],8
788676,[['none']],8
751468,[['none']],8
806656,[['none']],8
654466,[['none']],8
684667,[['none']],8
698844,[['none']],8
798968,[['none']],8
199919,[['Edge-Ring']],3
751177,[['none']],8
21455,[['Edge-Ring']],3
747210,[['none']],8
688451,[['none']],8
710536,[['none']],8
221359,[['Edge-Ring']],3
698251,[['none']],8
677967,[['none']],8
767824,[['none']],8
732971,[['none']],8
706842,[['none']],8
758494,[['none']],8
810385,[['none']],8
704801,[['none']],8
709998,[['none']],8
785191,[['none']],8
765622,[['none']],8
787629,[['none']],8
762532,[['none']],8
799476,[['none']],8
704645,[['none']],8
685202,[['none']],8
809753,[['none']],8
679038,[['none']],8
310786,[['Center']],0
640433,[['none']],8
652667,[['none']],8
682950,[['none']],8
679880,[['none']],8
735904,[['none']],8
786487,[['none']],8
775785,[['none']],8
768162,[['none']],8
725815,[['none']],8
773953,[['none']],8
751078,[['none']],8
731478,[['none']],8
698413,[['none']],8
745544,[['none']],8
776612,[['none']],8
755096,[['none']],8
789781,[['none']],8
756908,[['none']],8
659857,[['none']],8
801720,[['none']],8
791106,[['none']],8
698806,[['none']],8
720238,[['none']],8
713614,[['none']],8
705970,[['none']],8
712562,[['none']],8
792687,[['none']],8
740406,[['Loc']],4
786525,[['none']],8
807295,[['none']],8
640588,[['none']],8
656799,[['none']],8
784612,[['none']],8
716499,[['none']],8
784941,[['none']],8
648804,[['none']],8
766767,[['none']],8
709817,[['none']],8
721895,[['Loc']],4
770677,[['none']],8
758506,[['none']],8
353116,[['Edge-Ring']],3
242478,[['none']],8
587705,[['Center']],0
694798,[['none']],8
650486,[['none']],8
574435,[['Center']],0
658433,[['none']],8
717935,[['none']],8
736676,[['none']],8
780088,[['none']],8
648701,[['none']],8
21269,[['Edge-Ring']],3
808751,[['none']],8
727494,[['none']],8
750676,[['none']],8
791206,[['none']],8
792263,[['none']],8
791770,[['none']],8
718597,[['none']],8
288307,[['Center']],0
762163,[['none']],8
247267,[['none']],8
785185,[['none']],8
736870,[['none']],8
714466,[['none']],8
698442,[['none']],8
737301,[['none']],8
794183,[['none']],8
782216,[['none']],8
803496,[['none']],8
143939,[['Center']],0
810128,[['none']],8
728990,[['none']],8
774328,[['none']],8
482,[['none']],8
757552,[['none']],8
654124,[['none']],8
794671,[['none']],8
776668,[['none']],8
755785,[['none']],8
744966,[['none']],8
782963,[['none']],8
733532,[['none']],8
645675,[['none']],8
689249,[['none']],8
723938,[['none']],8
730584,[['none']],8
801962,[['none']],8
639702,[['none']],8
722160,[['none']],8
675044,[['none']],8
713282,[['none']],8
797900,[['Scratch']],7
88514,[['Loc']],4
653456,[['none']],8
753584,[['none']],8
788302,[['none']],8
21044,[['Edge-Ring']],3
802953,[['none']],8
266147,[['Edge-Ring']],3
718073,[['none']],8
701897,[['none']],8
754158,[['none']],8
731999,[['none']],8
694417,[['none']],8
7265,[['Loc']],4
704068,[['none']],8
766771,[['none']],8
703168,[['none']],8
778973,[['none']],8
810091,[['Scratch']],7
692007,[['none']],8
794928,[['none']],8
681478,[['none']],8
731159,[['none']],8
656410,[['none']],8
738341,[['none']],8
761361,[['none']],8
719352,[['none']],8
679203,[['none']],8
764025,[['none']],8
714628,[['none']],8
697851,[['none']],8
249139,[['none']],8
704546,[['none']],8
639913,[['none']],8
772005,[['none']],8
739283,[['none']],8
775874,[['none']],8
760642,[['none']],8
747778,[['none']],8
660295,[['none']],8
803975,[['none']],8
704574,[['none']],8
677588,[['none']],8
768544,[['none']],8
700881,[['none']],8
300312,[['Edge-Ring']],3
773191,[['none']],8
696878,[['none']],8
213869,[['Edge-Ring']],3
780667,[['none']],8
202406,[['Edge-Ring']],3
701347,[['none']],8
775905,[['none']],8
676392,[['none']],8
793062,[['none']],8
649915,[['none']],8
685574,[['none']],8
642210,[['none']],8
799995,[['none']],8
758178,[['none']],8
279232,[['Donut']],1
642428,[['none']],8
772865,[['none']],8
758822,[['Edge-Loc']],2
750289,[['none']],8
716539,[['none']],8
696971,[['none']],8
698479,[['none']],8
721457,[['none']],8
712036,[['none']],8
49375,[['Edge-Loc']],2
588572,[['Center']],0
656103,[['none']],8
650167,[['none']],8
784788,[['none']],8
802354,[['none']],8
702360,[['none']],8
760061,[['none']],8
712736,[['none']],8
723638,[['none']],8
651856,[['none']],8
739781,[['none']],8
750157,[['none']],8
242089,[['none']],8
678061,[['none']],8
752553,[['none']],8
735635,[['none']],8
809171,[['Edge-Loc']],2
249319,[['none']],8
4926,[['none']],8
690191,[['none']],8
739885,[['none']],8
697387,[['none']],8
734817,[['none']],8
648189,[['none']],8
745076,[['none']],8
726253,[['none']],8
182033,[['Edge-Loc']],2
789145,[['Loc']],4
2756,[['none']],8
805269,[['none']],8
729249,[['none']],8
808405,[['none']],8
755714,[['none']],8
249425,[['none']],8
252026,[['none']],8
657302,[['none']],8
709873,[['none']],8
252527,[['none']],8
721833,[['none']],8
739839,[['none']],8
762597,[['none']],8
764966,[['none']],8
724396,[['none']],8
574114,[['Center']],0
810229,[['Random']],6
733177,[['none']],8
804436,[['none']],8
728583,[['none']],8
851,[['none']],8
757443,[['none']],8
723503,[['none']],8
769636,[['none']],8
252685,[['Center']],0
710488,[['none']],8
692859,[['none']],8
361815,[['Center']],0
767689,[['none']],8
627857,[['Center']],0
765858,[['none']],8
726588,[['none']],8
5883,[['none']],8
756245,[['none']],8
706450,[['none']],8
780601,[['none']],8
772278,[['none']],8
804578,[['none']],8
781088,[['none']],8
696152,[['none']],8
346802,[['Edge-Ring']],3
769197,[['none']],8
685312,[['none']],8
689937,[['none']],8
693245,[['Scratch']],7
718946,[['none']],8
699934,[['none']],8
242011,[['none']],8
706603,[['none']],8
801556,[['none']],8
437288,[['Edge-Loc']],2
795547,[['none']],8
675820,[['none']],8
753430,[['none']],8
743999,[['Edge-Loc']],2
711526,[['none']],8
710753,[['none']],8
734598,[['none']],8
717176,[['none']],8
802280,[['none']],8
691111,[['none']],8
698309,[['none']],8
770813,[['none']],8
756318,[['none']],8
704538,[['none']],8
693946,[['none']],8
714738,[['none']],8
676085,[['none']],8
755803,[['none']],8
744755,[['none']],8
775374,[['none']],8
654215,[['none']],8
762896,[['none']],8
596980,[['Edge-Ring']],3
779878,[['none']],8
725207,[['none']],8
675150,[['none']],8
714925,[['none']],8
708431,[['none']],8
359241,[['Random']],6
722381,[['none']],8
708012,[['none']],8
640467,[['none']],8
713109,[['none']],8
755188,[['none']],8
755452,[['none']],8
699698,[['none']],8
394073,[['Scratch']],7
679936,[['none']],8
676987,[['none']],8
718974,[['none']],8
694259,[['none']],8
746740,[['none']],8
2728,[['none']],8
695707,[['none']],8
780418,[['none']],8
799455,[['none']],8
739727,[['none']],8
764237,[['none']],8
249227,[['none']],8
763726,[['none']],8
709182,[['none']],8
679434,[['none']],8
809630,[['none']],8
698242,[['none']],8
799436,[['none']],8
696100,[['none']],8
697016,[['none']],8
686984,[['none']],8
717605,[['none']],8
763066,[['none']],8
764791,[['Center']],0
687999,[['none']],8
748899,[['none']],8
753379,[['none']],8
676998,[['none']],8
242669,[['none']],8
805996,[['none']],8
767836,[['Edge-Loc']],2
722233,[['none']],8
710701,[['none']],8
737690,[['none']],8
806620,[['Edge-Loc']],2
747151,[['none']],8
716650,[['none']],8
644206,[['Loc']],4
802439,[['none']],8
753808,[['none']],8
725638,[['none']],8
82810,[['Edge-Loc']],2
780126,[['none']],8
793413,[['none']],8
788506,[['none']],8
763204,[['none']],8
688354,[['none']],8
221288,[['Edge-Ring']],3
804224,[['none']],8
648777,[['none']],8
770500,[['none']],8
798635,[['none']],8
718547,[['Loc']],4
310785,[['Center']],0
808337,[['none']],8
752766,[['none']],8
683993,[['none']],8
729492,[['none']],8
110279,[['Edge-Loc']],2
720265,[['none']],8
789063,[['none']],8
677941,[['none']],8
659237,[['none']],8
659148,[['none']],8
697279,[['none']],8
720494,[['none']],8
698349,[['Edge-Loc']],2
684466,[['none']],8
704712,[['none']],8
681166,[['none']],8
739831,[['none']],8
765193,[['none']],8
641180,[['none']],8
651646,[['none']],8
773740,[['none']],8
247163,[['none']],8
700981,[['none']],8
712059,[['none']],8
591938,[['Center']],0
685207,[['none']],8
250611,[['none']],8
777293,[['none']],8
689714,[['none']],8
658444,[['none']],8
711239,[['none']],8
660223,[['none']],8
774462,[['none']],8
710100,[['none']],8
756642,[['none']],8
770501,[['none']],8
725745,[['none']],8
159387,[['Random']],6
649340,[['none']],8
809561,[['none']],8
688814,[['none']],8
698081,[['none']],8
566289,[['Random']],6
770760,[['none']],8
721458,[['none']],8
709110,[['none']],8
353169,[['Edge-Ring']],3
751238,[['none']],8
740346,[['none']],8
723420,[['none']],8
796159,[['none']],8
248463,[['none']],8
527704,[['Scratch']],7
679785,[['none']],8
433651,[['Edge-Ring']],3
810952,[['none']],8
677905,[['none']],8
717094,[['none']],8
691451,[['none']],8
659927,[['none']],8
682941,[['none']],8
727898,[['none']],8
755111,[['none']],8
712021,[['none']],8
711637,[['none']],8
750491,[['none']],8
705087,[['none']],8
757556,[['none']],8
755721,[['none']],8
658728,[['none']],8
787833,[['Edge-Loc']],2
692551,[['none']],8
796746,[['none']],8
772376,[['none']],8
698485,[['none']],8
800817,[['none']],8
1557,[['none']],8
279134,[['Donut']],1
776160,[['none']],8
350474,[['Edge-Ring']],3
250419,[['none']],8
736370,[['none']],8
387499,[['Center']],0
756533,[['Edge-Loc']],2
781920,[['none']],8
748109,[['none']],8
691525,[['none']],8
154763,[['Edge-Ring']],3
4047,[['Edge-Loc']],2
794392,[['none']],8
801318,[['none']],8
683930,[['Center']],0
761868,[['Loc']],4
789423,[['none']],8
712090,[['none']],8
684138,[['none']],8
707894,[['none']],8
738844,[['none']],8
764731,[['Loc']],4
237582,[['Edge-Ring']],3
767975,[['none']],8
590128,[['Center']],0
687014,[['none']],8
700298,[['none']],8
762452,[['none']],8
730453,[['none']],8
784909,[['none']],8
6317,[['none']],8
794483,[['none']],8
808778,[['none']],8
795738,[['none']],8
19197,[['Random']],6
252901,[['none']],8
755198,[['none']],8
776200,[['none']],8
650715,[['none']],8
683063,[['none']],8
149412,[['Center']],0
796456,[['none']],8
698455,[['none']],8
744567,[['none']],8
160536,[['Center']],0
690900,[['none']],8
642966,[['none']],8
1115,[['none']],8
748824,[['none']],8
731783,[['none']],8
698166,[['none']],8
726487,[['none']],8
657675,[['none']],8
680166,[['Donut']],1
5016,[['none']],8
806887,[['none']],8
745059,[['none']],8
797220,[['none']],8
797065,[['none']],8
774583,[['none']],8
742940,[['none']],8
738692,[['none']],8
696439,[['none']],8
744203,[['none']],8
800402,[['none']],8
719465,[['none']],8
573638,[['Center']],0
770273,[['none']],8
733540,[['none']],8
738889,[['none']],8
801693,[['none']],8
735715,[['none']],8
766567,[['none']],8
239447,[['Edge-Ring']],3
793247,[['none']],8
647724,[['none']],8
641356,[['none']],8
773921,[['none']],8
700211,[['none']],8
721945,[['Edge-Loc']],2
793482,[['none']],8
116255,[['Donut']],1
643738,[['Near-full']],5
716017,[['none']],8
686598,[['Center']],0
106355,[['Loc']],4
770951,[['none']],8
784791,[['none']],8
657351,[['none']],8
753317,[['none']],8
653471,[['none']],8
688601,[['none']],8
687561,[['none']],8
765492,[['none']],8
678438,[['none']],8
685599,[['none']],8
771686,[['none']],8
640562,[['none']],8
776779,[['none']],8
647032,[['none']],8
6846,[['none']],8
689706,[['none']],8
533007,[['Edge-Loc']],2
753149,[['none']],8
62802,[['Edge-Loc']],2
731714,[['none']],8
791153,[['none']],8
648680,[['none']],8
698716,[['none']],8
713259,[['none']],8
251272,[['none']],8
796804,[['none']],8
642338,[['none']],8
650540,[['none']],8
725637,[['none']],8
798637,[['none']],8
641583,[['none']],8
795361,[['none']],8
792597,[['none']],8
719102,[['none']],8
705217,[['none']],8
719319,[['Near-full']],5
726960,[['none']],8
702821,[['none']],8
678686,[['none']],8
778355,[['none']],8
747903,[['none']],8
686515,[['none']],8
186689,[['Edge-Ring']],3
278546,[['Random']],6
695917,[['none']],8
739008,[['none']],8
725116,[['none']],8
782533,[['none']],8
736324,[['none']],8
333928,[['Edge-Ring']],3
777628,[['none']],8
765238,[['none']],8
777591,[['none']],8
2940,[['none']],8
715683,[['none']],8
738728,[['none']],8
806752,[['none']],8
787238,[['none']],8
799109,[['none']],8
716239,[['none']],8
245566,[['none']],8
721405,[['none']],8
783834,[['none']],8
779184,[['none']],8
649862,[['none']],8
736668,[['none']],8
789614,[['none']],8
650280,[['none']],8
721356,[['none']],8
683799,[['none']],8
691393,[['none']],8
7324,[['none']],8
789282,[['none']],8
711546,[['none']],8
744298,[['Edge-Ring']],3
698653,[['none']],8
783892,[['none']],8
798252,[['none']],8
794989,[['none']],8
674121,[['Donut']],1
740158,[['none']],8
683484,[['none']],8
771284,[['none']],8
690746,[['none']],8
797990,[['none']],8
753063,[['none']],8
687164,[['none']],8
756268,[['none']],8
766718,[['none']],8
770309,[['none']],8
242459,[['none']],8
783201,[['none']],8
803291,[['none']],8
734886,[['none']],8
642317,[['none']],8
689164,[['none']],8
649466,[['none']],8
720666,[['none']],8
723530,[['none']],8
769932,[['none']],8
786516,[['none']],8
247685,[['none']],8
704216,[['none']],8
804400,[['none']],8
784985,[['none']],8
755210,[['Loc']],4
719450,[['none']],8
405143,[['Center']],0
737323,[['none']],8
788080,[['none']],8
680960,[['none']],8
80009,[['Edge-Loc']],2
745924,[['none']],8
710772,[['none']],8
803867,[['none']],8
587011,[['Center']],0
447,[['none']],8
724467,[['none']],8
710500,[['none']],8
723149,[['none']],8
711561,[['none']],8
721421,[['none']],8
777711,[['none']],8
747446,[['none']],8
732899,[['none']],8
722877,[['none']],8
199618,[['Edge-Ring']],3
